,text
18931,White trash bash &#128540;&#127867; http://t.co/wXVVTEM0Fc
18932,White trash have taken over every charity organization in the US.
18933,White trash okies don't count as real white people. To count as a white person you have to count a person. Okies aren't people.
18934,Who da fuck is yo? Idk nigguh
18935,Who doesn't want a bad bitch?
18936,Who ever did the beat on that Wayne by Chief that bitch a banger @ChiefKeef #FreeWop #FreeSlick
18937,Who fukn wit @Rocko4Real for real for real .. Dat nicca be riding!!
18938,"Who is that pink hat guy, Cody? Caleb? Either way he is a over emotional bitch. #BB16"
18939,Who shot John lookin ass hoe
18940,Who takes mid from the best midlaner NA??? Fuckin solo Q fags.
18941,Who tf make an account of another bitch... Like you wanna be anotha bitch dat bad.. Lmfaooo fat ass hoes
18942,Who the fuck is this bitch with this cheap ass clown nose on my screen? Your tired ass commercial. I would never book u for a party
18943,Who the fuck made this cunt the authority on men?
18944,"Who the fuck puts a block of cheese in they room without a refrigerator ghetto ass niggas eases, like that's just the thing to do wrong."
18945,"Who the fuck still plays flappy bird? &#128514;

&#8220;@loren_travis: Flappy bird feels like http://t.co/OQ3jnn7fwO&#8221;"
18946,Who the hell is gonna buy your shit when your dirty panties and trash are clearly in the background of the picture
18947,Who the hell taught you how to fuck bitch toot it up
18948,Who told this midget hoe to start stripping
18949,Who watches wrestling besides little kids and white trash?
18950,Who's a thottie? Yous a thottie! Who's a thottie? Yous a thottie! Yes YOU BITCH! Womp womp. &#128514;&#128514;&#128514; Lord save these parched hoes
18951,Who's baby is dat who's da man dat did dat 2 u Gator's bitches best be using jimmys
18952,Who's got the baddest pussy on the planet
18953,Who's ready for nigger spam?
18954,"Whoever came up with that "" I don't have no ex's "" sayin must've been a hoe"
18955,Whoever had Mr. Ramlogan for UWI business law tho? Racist mudda cunt
18956,Whoever jumps in on a 1on1 is a bitch.
18957,Whole time your bitch on the phone moaning in me and my bitch ear though..
18958,Whops @_JAMAICAJONES yardie. Go smoke a blunt and tell a nigga to come through. You are stressed
18959,Whos pussy is it she said richie's
18960,Why 2 dudes would wanna fuck the same bitch at the same time is far beyond me.
18961,Why all the bitches fake gay now?
18962,Why am I being such a bitch today? #lol
18963,Why are #teabaggers so interested in saving people who are Muslim? Does Syria have oil? #morningjoe
18964,"Why are nudes called nudes? I would rather be like "" hey girl send me the tits and ass hoe """
18965,Why are some people such faggots? Like were you born that way or are you just that big of a douche bag.
18966,Why are there so many hoes?
18967,Why are you the only thick character in the game? Why I gotta play a skinny bitch? @KimKardashian
18968,"Why beg for nudes when you could fuck that bitch and make a video. Staring yourself and you get some booty, win win."
18969,Why bitches act like I CAN'T READ or like words don't have a meaning.
18970,Why bitches get so hype an mad when u asked if they suck dick like yes or no telly tubby
18971,"Why bitches quick to have a nigga baby, then be suprised when she taking care of it by herself?"
18972,Why black girls gotta be thots? Ain't nobody bringing up the fat white hoe you fucked back in middle school. #LoveOurWomen
18973,Why can't there be bomb single bitches available on tap?
18974,Why can't you be humble like your moms and not hoes
18975,Why did you release my nudes you cunt...? @sickgirl12345 http://t.co/Nn4OdiZR8l
18976,Why do I have the worst BM in the world smh this bitch the devil !
18977,Why do I play these scary PC games? Cuz im not a pussy and i like being scared shitless
18978,Why do bitches come to school wearing stripper heels to school &#128563;&#128530; makes no sense!! &#128096;&#128581;
18979,Why do bitches put fuck a bio in they bio?... technically u still wrote a bio.
18980,"Why do people bring their children to the salon, this Mexican bitch needs her animals on a leash for real."
18981,"Why do people use the eggplant Emoji in reference to a dick? If your dick is purple with a green top, see a doctor bruh."
18982,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.
18983,Why do some girls feel the need to be bitches for no reason at all
18984,"Why do some scandalous niggas and hoes hate on a happy relationship? Just let them be happy together, fuck"
18985,Why do the#teabaggers like this bald asshole complain about how long a bill is? Should we just draw you morons pictures. #morningjoe
18986,Why do yall bitches act so childish
18987,Why does @Drake like Serena Williams? She looks like a tranny
18988,Why does this bitch on the olympics have a giant band aid on that looks like MIA designed it for american apparel?
18989,"Why does this faggot in front of me have to get two dozen doughnuts right now, get the fuck on"
18990,"Why don't you text your own mom, dumb bitch."
18991,Why everybody so hype to see these famous people naked y'all hoes just alike they just got money &#128557;
18992,Why everybody talking about Rihanna nudes like she super cold naked? Just cuz she famous huh? That hoe built like a bubble gum swirl!!
18993,Why give a bitch an inch when she rather have 9 &#128520;
18994,Why give a bitch ur heart when she'd rather have a purse. Why give a bitch an inch when she'd rather have 9. These hoes aint loyal #lilwayne
18995,Why he try say alexi stole Jo bitch lmao
18996,"Why hella bitches act like they got everything they have on they own, like no bitch you had some form of assistance"
18997,Why is @red_is_raw such a bitch? I mean who gets mild salsa? His father should be ashamed...
18998,Why is Baltimore so damn ghetto &#128514;
18999,Why is it always the fat bitches talking shit?
19000,Why is it everytime I go to cracker barrel the girl with great tits that seats you who is your waitress nope its the chick with 2 teeth
19001,Why is my phone being a fucking bitch
19002,Why is that most of the niggas/bitches I use to fw like to sub me ? &#128514;&#128557;
19003,Why is this bitch throwing condoms? Lmao
19004,Why isn't Rogers in the game? What a pussy! No heart. Not tough. Where's the out cry? Oh he's really hurt? No excuse. Cutler's tougher...
19005,Why niccas be hating tho lol .. Let me live homie
19006,Why tf are girls still virgins ????????? We only got 2 months to live bitch you better throw that ass back
19007,Why the fuck am I getting notifications about two cunts getting married on facebook? I dini gie a fuck #getlost
19008,Why the fuck are the @Yankees throwing batting practice tonight? Holy shit...
19009,Why the fuck is this bitch calling me for
19010,"Why the most Ratchet bitches be talkin shit? Y'all got nothing better to do but talk shit, pick up the liq, and hop on a dick."
19011,Why the wifey type girls single and the hoes being cuffed though?
19012,Why these bitches be gettin instagrams just to post pictures of other bitches?? i dont get it
19013,Why these hoes always tryna be Bitches? Don't they know that hoes can't be bitches.. cause they hoes! @yuckhalin
19014,Why these thirsty bitches trying to hit me up slide out of my kik lmfaoo &#128514;
19015,Why was Jorge Zimmerman arrested? Do prosecutors have a witness that saw Zimmy attack TrayTray? Are they afraid of the hoodie pussies?
19016,Why would I be mad at a bitch who couldn't pass the 10th grade &#128128; I'll wait
19017,Why would I fuck a bitch that can't fuck? Jus like u hoes don't want want a nigga wit a clit ticckler
19018,Why would you date an ugly girl who is also a huge bitch?
19019,Why yall bitches be havin stretch marks on yall upper ass &#128514;&#128557;&#128557;
19020,"Why yes, functioning tho RT @blaaksuedepumps: Are you retarded?"
19021,"Why you Worried bout a bitch, weed, clothes,sex, game system, parties,chillin , but no job"
19022,Why you fuckin wit a niggah if you aint fuckin wit a real niggah
19023,Why you gotta be such a hoe smh I ain't captain save a hoe !!
19024,Why you let these hoes tear what we had apart you shud be beware beware
19025,Why you let these hoes tear what we had right apart
19026,Why you shouldn't eat pussy unless you love her http://t.co/BkpLT6D9ax
19027,Why you stressin bout a bitch .
19028,Why you talking to hoes about bro nem?! &#128548;
19029,Why you think all these niggas end up with all these kids? Fucking ugly bitches
19030,Why you worried bout that other hoe? Cuz that other hoe aint worried bout another hoe
19031,Wifey had the hoes back then &#128514;&#128514;
19032,Will entertaining the hoes smh
19033,Will you sell that pussy for me ?
19034,"Will&#8217;s tweets scream &#8220;Look at me, I&#8217;m a pansy ass bitch&#8221; like 5 of the 7 days in a week."
19035,Wilson a hoe he said that shit 2 years ago
19036,Winking emoji? I'm about to fuck her right in the pussy
19037,Winn Dixie is for real niggaz publix is for pussies
19038,Winter time walking is no hoe !!! ctfu
19039,Winter weather gon have a niggah in his feelings &#128544;&#128532;&#128527;&#128554;&#128149; .
19040,Wintertime .. Bout to turn the grind back on .. Don't spent enough money wit u niccas
19041,Wish @alliemathews would stop being lazy and be a little rebellious. Come to Indy bitch titz. @tyler_yost misses you
19042,Wish I coulda said more to @EmmaleeeParkerr tonight. Good seeing you fag. &#128540;
19043,Wish I got hoes like James Bond
19044,Wish I would let you dig in my pockets ... God bless you w/ breath in your body... Lazy ass bitch get up &amp; start grinding
19045,Wish i had a bad bitch tonight where they at?
19046,Wish they'd teach Tracee. RT @kanYeBreast: all chihuahuas do that squinty eye shit. I think it's hilarious.
19047,With a pussy mullet
19048,With my best bitches @nerissaloren @robertenders http://t.co/nsNgQ3q0
19049,With my partner in crime riri22barbie yesss &#128128; bitch stole my look! Hah #vegasqueens #ladykimora &#128139;&#128139; http://t.co/wXKj826B1E
19050,"With no babymama drama , side hoes all that ...just fa me n only me !"
19051,"With the bitches @moonsnlullabies, @LaLeaa_, &amp; @DayReeee &#128109;&#128111; &#128139;&#128168; --- @HookahDrive"
19052,With yo twatching ass bitch!!
19053,Without the hoes it was gonna be hard for us to pick out good women so hoes you doing a good job .....keep on hoeing!
19054,Wiz khalifa was the most influential rapper in my era. We seem to forget all the trends this nigguh started
19055,Wiz lost his bitch to this nigga ain't no weed in the world strong enough to help him get over that http://t.co/L2xzrUqwkP
19056,"Wiz need to go back to the ""yeahhhhhhh bitch"" ""OKKKK"" wiz"
19057,Wiz thought he could turn his hoe into a house wife #SHEDONTBELONGTOYOU #SHEBELONGSTOTHEWORLD
19058,Wizard turned into a hoe after a break up
19059,Woke up cold thenna bitch n stomach on Flat fr &#128514;&#128514;&#128514; http://t.co/71IVR8ISlK
19060,Woke up dis morning pockets filled with Xtra pros might slide thru double O tonight n bless the hoes! -- #Peezy
19061,Woke up feeling like a bitch. Gonna stop acting like a bitch over some weak shit and focus on myself now. Its me time bruh
19062,"Woke up the next morning like ""why in THEE FUCK did i donate my cheese to these skank hoes"" &#128532;"
19063,Woman busting her ass to please you and you treat her like shit cuz you a immature ass lil boy. Yeah fuck all you hoe ass niggas.
19064,Woman have staring problems just as much as men..Talking all this mumbo jumbo about men..I just give them retarded faces or ignore them..
19065,Women can't do something called live life.Apparently that's being a hoe.
19066,"Women stay bragging about their mans penis and wonder why your friend fucked him....smh ....silly, silly hoe."
19067,"Women use niggas all the time for monetary purposes and gain, if a bitch wanna buy me some sneakers I ain't turning shit down."
19068,"Women want a Best Man Holiday type of nigga meanwhile you have mad THOT pics on ya gram talking about ""this could be us"" bitch die"
19069,Women who are feminist are the ugly bitches who cant find a man for themselves
19070,Won't step dad me hoe. Lol
19071,"Word RT @Maxin_Betha: And pussy RT @HumbltonBanks And snacks RT @Aerin_Marie: Ladies, keep beer (cont) http://t.co/ssb5ERhd"
19072,Word to Ray Rice RT &#8220;@WinningAssNick: if I marry you ain't gone be no divorces bitch. only way outta this is in a box or in handcuffs.&#8221;
19073,Word up doe! GM RT @shik702 Good morning....it's a celebration bitches!
19074,Word... But what r Dms? RT @BakeGriffin A twitter crush is some bitch shit. Man up &amp; enter her Dm's bruh
19075,Words for my single niggaz out here! too many bad bitches better than the last so never sweat a chick man they confused and that's ok.
19076,"Work ,nigga fuck work!! It's Friday bitches, fuck Friday!! All about Saturday !!! Tomorrow will be epic!!"
19077,Work be having a bitch enervated and shit.
19078,Work is such a bitch right now
19079,Work out hoe http://t.co/zOLMGuj5HK
19080,Work right now is bitch
19081,World War Z is on Netflix yasssss bitch yasssss
19082,Worlds biggest faggot lol
19083,"Worst shit ever.... mayo already trash, and to mix that trash shit wit the gawd condiment that is ketchup is ultimate trash"
19084,Would you drink with a nigguh? Do you smoke weed?
19085,Would've liked some more backup but I can handle myself against a gang of retards.
19086,"Wow , that's a stupid bitch &#128514;&#128514;"
19087,Wow I swear I'm gonna cunt punch you
19088,Wow fucken Bradley sucks ass. And his coach said this niggah can play for Barcelona hahahahahaha
19089,"Wow my cuzin dont like lil snupe, this niggah trippin"
19090,Wow my dad just racked me what a fag
19091,"Wow, the whiggers at the Tea Party Nation banned me. I didn't even use any bad words! Maybe my racist founding father quotes did it..."
19092,Wow... RT @TayNic So THIS is why big titties were slandered today?!!&#128545; U bitch! RT @Alyricz: Stop the bullshit ... http://t.co/ghWS4TJT
19093,Wowwww this bitch is so ratchet holy crap
19094,Wrote the absolute worst paper of my life last week and still got a B+. Gotta love taking freshman English #retards
19095,Wtf I look like lying about knowing a bitch for ? If I don't know the hoe I don't know the hoe. TF it's SIMPLE &#128529;
19096,Wtf am I watching bgc I hat watching these ugly ass ghetto hoes put there family name to shame
19097,Wtf bitch
19098,Wtf for real now all these stupid bitches are cutting over some kid smoking pot? I can guarantee over half of them smoke pot themselves #smh
19099,"Wtf, ""Show me the hoe facts"""
19100,Wtf... 3 days &amp; 3 nights! If I go another day..... all I know is im going ape shit....
19101,Wussup pussies ;) #ImBack #NewTwitter
19102,Wut a bitch
19103,"Xavier a hoe, he never lookin out.."
19104,Y Rick such a weak hoe n this season? Not a good look fam
19105,Y se acab&#243;!! Mexico wins 3-0! That's my team bitches &#10084;&#65039;&#128154; #VIVAMEXICO
19106,Y u a bitch doe?
19107,Y&#8217;all saying you wouldn&#8217;t eat her pussy? More for me
19108,Y'all Mfs better believe in karma ... That bitch oh so real
19109,Y'all all some hoes
19110,Y'all be cool out there in that cold chasing them hoes &#9996;&#65039;
19111,"Y'all be giving the pooest bitches so much hype, stop it."
19112,Y'all be letting ya side bitches in the house y'all trippin
19113,Y'all bitches FAKE &#128514;&#128557;
19114,"Y'all bitches be coming up with some dumb shit... What the fuck is ""fleek""? &#128529;"
19115,Y'all bitches better stop the madness .....
19116,Y'all bitches need to sandos!
19117,Y'all bitches wanna be so different and y'all really so basic&#128553;&#128553;&#128553;
19118,Y'all bitches want a good dude but can't be real at all then want to blame them for their reaction to your bullshit. Grow the fuck up.
19119,Y'all can have Skylar Diggins. looks like a tranny to me
19120,"Y'all can have these so called ""bad bitches"". I'm looking for a nerd like Rocky Balboa had."
19121,"Y'all can say ""Imma make it way farther than you.""all you want but aye I'm gonna have fun bitch so SUCK A DIIICCCKKK!!"
19122,Y'all dumb bitches out here FUCKING UP
19123,Y'all entertained by these bitch az niggas hitting women? Smh Who raised you?
19124,"Y'all folks basic , ya parents both racist , I'm lawyering these hoes out here , beatin cases"
19125,Y'all hoes believe anything though
19126,"Y'all hoes broke, be stealing from the mall but be flexing"
19127,"Y'all hoes don't need a valentine , Y'all need Jesus"
19128,Y'all hoes love everyday
19129,Y'all hoes nasty letting any body hit an eat y'all out smh
19130,Y'all hoes really get mad cause a nigga don't want cha
19131,Y'all hoes so ugh
19132,Y'all know what I'm thankful for..... Ya bitch lmaoo my sister funny
19133,Y'all lonely ass bitches sure do give out a lot of relationship advice....
19134,"Y'all men need to watch these ""cream pies"" bitches be having yeast infections &amp; on a 7 day monistat treatment. Know the difference"
19135,Y'all motha fuckas best love my foam party in July. This shit is already a bitch.
19136,"Y'all niggas ain't talking bout nothin.. Not a thang, not a not a thang hoe"
19137,Y'all pussy ass niqqa need to make some moves &amp;&amp; get up there &#128524;&#9992;&#65039;
19138,Y'all really risk ur lives weaving in &amp; out of traffic traveling thru two counties for some pussy?
19139,Y'all think @Paula_Deen would call my daughter a nigger? http://t.co/AiOIFhXDmT
19140,Y'all trying to use The Lord to sell pussy on this corner... I already know!
19141,Y'all tweet the same shit everytime I get back on this bitch
19142,Y'all wake tf up. Y'all are pussies it's summer time turn tf up!
19143,Y'all weird on here. Fake hoes for attention
19144,YMCMB always get caught up with strippers. Tyga actually had a child with one. Niggas get rich a buy bitches
19145,YOU and them bitches that you came wit
19146,"Ya bitch aint bad nigga, u aint got no taste"
19147,Ya bitch basic if she trippin off your social networks profiles.
19148,Ya bitch choosin http://t.co/lHvGnYZCkr
19149,Ya bitch got my dirty pistol in her crib uoeno it
19150,Ya bitch pussy good I ain't heard it .... I been in there! &#128540;&#128541;&#128541;&#128540;
19151,Ya bitch wnna ride with me
19152,Ya bitches dumb as fuck for the felon.
19153,Ya kno nigga got two accounts...&#128586; RT @i_EaT_PIE: When the lil bitch start Tweetin... She'll see these tweets or someone will snitch
19154,Ya last nicca couldn't beat it .. I hit it like a free throw!
19155,Ya last nicca couldn't beat it ... I hit it like a free throw!
19156,Ya lit stupid ass bitch I ain't fuccin witchuuuu &#128581;&#128683;
19157,"Ya need a real nigga shawty, so come &amp; throw that pussy shawty.

Studio"
19158,Yaaaaaas bitch
19159,Yaaaas bitch yaaaaaas
19160,"Yaaaasss, bitch! RT @xtina: In more important news... &#127926; http://t.co/Z3b8XVHUty"
19161,"Yaaaassss. These bitches sad !! ""@FashionNFingers: You don't like me why? ""Cause my friend don't."" &#128514;&#128514; that's basically how girls work."""
19162,"Yaaasss! RT @LoveMsLiz: When a hoe is talking about how they really don't be hoes..... &#128530; like girl, if you gotta explain it.. 9/10 a hoe."
19163,Yahhhhhh bitch YAHHHH
19164,Yal jus fags screen shootin the shit out of my stories &#128548; http://t.co/Cm55jy52J4
19165,Yall Niggahs got me fucked up thinkin ima soft ass Lemme sing a love song to you ass niggah &#9995; .
19166,Yall bitches be liking yall asses ate lmfao
19167,Yall bitches only muslim when yall hair fucked up ctfu stop that youngs!!
19168,Yall bitches should be girlfriends for Halloween since yall been sidechiccs all year &#128514;&#128557;&#128564;
19169,Yall black ass hoes aint east African
19170,Yall can stop RTing that whataburger shit too cuz I'm still gon eat there. Shouldn't have ordered the chicken dumb bitch.
19171,Yall couldn't wAit till Halloween to dress up like hoes
19172,"Yall don't want a nigga unless other bitches want him.. 

But when you get him you get mad cuz those same bitches still want him.
&#128533;?"
19173,Yall hoes got nothing better to do than to gossip and play telephone.
19174,Yall hoes still play around with the wrong shit I see.. Smh.
19175,Yall letting these hoes fuck you with the strap after you said no?
19176,Yall live for bitches and blunts. We live for weed and money!!!!!!
19177,Yall out here fuckin other women's men risking ya life &amp; freedom but I'm out here single &amp; dolo with no bitch you gotta worry about.
19178,Yall see Chojis kid? Big ass black bitch
19179,Yall trustin these hoes... I've never been that gullible
19180,Yandy gotta pay me for dick im sorry...that bitch ugly
19181,Yas bitches YAS &#128588; http://t.co/bsrWTMKw87
19182,Yas bitches http://t.co/yey8ml5snK
19183,Yasss bitch yass
19184,Yasss bitches I'm brown&#128540;
19185,Yay I'm a redneck piece of shit! #sorrynotsorry
19186,Yayyyy I'm gonna be jacking off to these bitches all day today http://t.co/LEmILFu1
19187,"Yaz bitch yaz, http://t.co/EOmRMqWNqT"
19188,Yea I see ya hoe
19189,"Yea I'm illiterate, hot as a skillet bitch. &#128079;"
19190,"Yea Oscar your a grouch.. ""Bitch I live in a fuckin trash can"""
19191,"Yea alright redneck white trash""@CamoPearls: Stupid niggers hollering out their car going down the road trying to hit on me! Fuck y'all!"""
19192,Yea bitch &#128514; how dat shit feel http://t.co/C7H0TfJDET
19193,Yea randy that white 745 changed my whole mind that hoe nice
19194,Yea you bad but hoe so what
19195,Yea you bad but hoe so what??
19196,"Yea, Mike had a bitch-ass referee in Tokyo @Royceda59"
19197,"Yea, my bitch is crazy. So what?"
19198,Yeaaa bitch I be with dog like shaggy yea we stay clean but we get dirty like Harry
19199,Yeah Chris Brown definitely the realest waffle cone colored nigga of all time for that no bullshit song b that's exactly how I be feelin
19200,Yeah I can just tell by the weather that I won't be gettin any pussy today
19201,Yeah I have acne but I still pull hotter bitches than you (-:
19202,"Yeah I tried and you bein all blind and shit. Lol peace, bitch.&#127797;"
19203,Yeah at&amp;t needs to get fucked up with this fuckin water proof galaxy-_- got cheerios slidin down the bitch an shit
19204,Yeah bitch
19205,Yeah bitches. You know he was hot shit back in the day http://t.co/z9cGLJTKow
19206,Yeah hoe
19207,Yeah hoe.
19208,Yeah hoe. http://t.co/qZXi0IuFCf
19209,"Yeah im livin right, these bitches dead wrong"
19210,"Yeah it was a great one actually, I'm fucking hilarious bitches &#128129;&#128536;"
19211,"Yeah right, yeah right, this guys a faggot."
19212,Yeah the NFL trash as fuck for this London shit
19213,Yeah you bad but hoe so what
19214,Yeah you bitch &#128514;&#128514;&#128514;
19215,"Yeah your eyebrows on point, but is ya pussy clean?"
19216,"Yeah, I had a bitch, but she ain't bad as you, so hit me up when you pass through"
19217,"Yeah, I'm SO annoying until you need something...bitch #fuckfriendzones I don't play that shit, fuck with my heart and I'll make you wish"
19218,"Yeah, he forgot to say ""Dumb"" &#8220;@TwistTwizzy: @snoopDogg made a mistake for calling @IggyAzalea bitch.&#8221;"
19219,"Yeah.. They heard I'm fucking nuts, like the swag of a fag"
19220,Yeen never seen a fat nigga on a molly bitch imma hurt somethin
19221,Yeen no real nicca if yeen got no porn sites n your internet history
19222,Yeezus was fuckin trash
19223,"Yep RT @KingHorseDick: Nope and never will. RT @iRejectSlimHoes: Fellas u ever had some pussy so good YOU send a ""so what are we?"" Text?"
19224,Yes &amp; no RT @ChannyMaraj Is it ok to beat a bitch up over some tweets or nah?
19225,Yes I love sex I told yo bitch being the rubbers
19226,Yes bitch you still in love in rich. She lying
19227,"Yes lawd &#171;@JusDahl God took extra time on you... &#8220;@jaleesaraex: ""you have lips like kylie jenner""
...bitch I'm black http://t.co/zj2Guu0pCM"
19228,"Yes suhh &#8220;@Swishas_Erbs: &#8220;@Vonteeeeee: Fuck you bitch, I'm CHILLIN&#8221; You Gettin Live Tomorrow ?&#8221;"
19229,"Yes ugly bitch with the shitty platinum blonde skunk hair, you did take cuts"
19230,Yes yes yes that's all you gone hear never met a hoe yet that a tell me no
19231,Yes! Daryl and Michone are my niccas!RT @JaJuan_Cofield: @VonshayeB got it recorded! Been waiting months for this season premiere!!!
19232,"Yes, I'm a hairy white man with redneck tendencies who absolutely loves Aretha Franklin. Fuck you hater."
19233,Yessir. You know this man RT @BryceHamilton11: @ItsNotHarold u got some pack fag boy I'm comin thru
19234,Yesterday was an all around good day. Great day. Saw a lot of people i havent seen in a while and got high as giraffe pussy #Easter420
19235,"Yet you won't tag @AnthonyCumia 
What a pussy.
""@Gus_802: Cripes, what a loser. https://t.co/a3gpdURamA"""
19236,Yo @KayciMalynn I miss you. Ya cunt.
19237,Yo @espn u let that peckerwood skip get away with anything.. Fuck u @espn
19238,Yo I'm not a bitch but don't take my order right and I will fucking become one.
19239,Yo bitch I had fun with that
19240,Yo bitch LOOKIN like she wana fuck summn
19241,Yo bitch a freak fucked ha to sleep and dat was the last time I was slept on. . .Shit I woke ha up nd fucked ha again so she aint sleep long
19242,"Yo bitch all over me, I ain't make no commitment"
19243,Yo bitch ass needs to boss the fuck up.
19244,Yo bitch choosin just let her http://t.co/zg6X4gDyRZ
19245,Yo bitch choosin just letr
19246,Yo bitch choosin' just let her
19247,Yo bitch choosinh just Let''R
19248,Yo bitch gaggin she jet laggin
19249,Yo bitch go wild more miles on her pussy then my car do
19250,Yo bitch know wat im talkin bout
19251,Yo bitch like to get cute and go the movies mane my bitch like to get fine and go to the gun range
19252,Yo bitch on my dick she come to my crib she get passed around no love
19253,Yo bitch she boof she got that throwbac pussy !
19254,Yo bitch wanna fuck the squad
19255,Yo bitch wanna fuck the squad!!&#128526;
19256,Yo can you guys stop being little bitches just know everything happens for a reason of your meant to be you will be &#128079;
19257,"Yo daddy is a bitch, you jus a son of that boyyy...."
19258,Yo fuck firestone for that commercial givin bitches ideas to run over guy's video games. I'd cut a bitch over that.
19259,Yo fuck the pats they are still bitches
19260,Yo hoe is like a tick so she hunting for a blood
19261,"Yo homegirl fat and got a mustache, no need to ""yass bitch &#128525;&#128525;"" that"
19262,Yo main bitch that's my side hoe !
19263,Yo own homegirls sayin you a bum bitch #Ooooostopflexingforigandtwitter
19264,Yo pussy ain't shit unless you had some @MagicJohnson in it
19265,Yo pussy ain't shit unless you had some jake from state farm in it
19266,Yo pussy been through it for the 9 scrapehouse visits. .
19267,Yo pussy overrated
19268,Yo that nigga at #USC was lying &#128514;&#128514;&#128514;&#128514;&#128514; had y'all bitches calling him ya MCM and all how do u feel....ok back to you Bob
19269,Yo that teacher in Baltimore wasn't bullshitin with that bitch lmao
19270,Yo this niggah catch every tweet lls oh my goodness
19271,Yo. ... this bitch in Macy's tried to run out the store with a gaggle of clothes and got caught
19272,Yoga has been around for ages and these bitches just now figuring it out
19273,Yoh brownie had me fukd up high last night
19274,"Yost on Portsmouth ""this is the biggest white trash county in the nation"" #YostKnowsMost @iDOWNTOWN"
19275,"You #football #nigga #KISS #ISIS #wifebeater #faggots&gt; WE SEE YOU&gt; Shout it out to the RADICAL #IslamNation, #YO&gt;"
19276,You a basic ass bitch #realtalk
19277,You a bitch
19278,You a dike cause yo man a pussy.
19279,You a faggot if you bring a jacket to work and keep it at ya desk b/c the office is cold.
19280,You a hoe and errbody know
19281,You a hoe for not having deals on fried chicken @groupon
19282,You a hoe if u eat candy corn
19283,You a hoe if you crying because yo ass pregnant. It was all smiles while you was riding that dick bitch.
19284,"You a hoe if you ever ""fstow"" after midnight"
19285,You a hoe if you like gettin drunk
19286,You a hoe if you take a taxi to the club
19287,You a hoe.
19288,You a lame ass nigga still cuffin these hoes my bitch got a bitch with er
19289,You a pussy dawg @Pipe_Tyson
19290,You a pussy hoe until you give me pussy hoe
19291,You a real life faggot if you ever fight another man because he fucked your girl. You just gotta take that L like a man and move on
19292,You a shoulda coulda woulda ass niggah Ima wish a niggah would ona hood ass niggah
19293,You a stupid hoe
19294,You a world class hoe
19295,"You ain't got no job, no diploma, no money, bitch at your parents when they don't give you money for weed, yet We need to act like adults??"
19296,You ain't my bitch so lil bitch why you bitchin
19297,You ain't my bitch so lil bitch why you bitchin?
19298,You ain't my main bitch so why the FUCC do you care !!!???
19299,You ain't nothin but a piece of cheese with out the corners in other words you ain't never gone be a slice bitch &#128514;&#128514;&#128514;
19300,You ain't squad lil bitch
19301,You ain't trynna fuc ? Get ya shoes hoe
19302,You always find something to bitch about.
19303,You always see some shit on Old York Rd on the late night I done seen like 4 tranny and a midget
19304,You and that BBW shit can get TF off this planet. Take these stud hoes with you too.
19305,You and yuh bitch ass ull get smacked quick
19306,"You are a BOY you DONT say ""clutch"" fag ass. That's that bitch shit lingo tf."
19307,You are a bitch.
19308,You are a bitch. #CallEmLikeISeeEm
19309,You are a jiggaboo...!
19310,You are beyond retarded
19311,You are so fake &amp; I'm going to put you on blast bitch.
19312,You arguin bout a bitch and she a god damn slutttt
19313,You ask me about 2014? I'mma make dat bitch my bitch!!
19314,You at the club EVERY week bitch get a life
19315,You been the side hoe &#128514;&#128514;&#128514;&#128128;&#128128;&#128074;
19316,You better pray to god I don't like yo bitch cause we might catch eyes and she might get hit
19317,You better watch your hoe she fuckin everybody
19318,You better work bitch
19319,You bitch hole you never text me back.... Can you guess who this is... &#8212; Haha i never text anyone back my bad http://t.co/f4CsTdQGEc
19320,You bitch like to text emojis
19321,You bitches all got that one friend who wear the same fit to every other function and it don't even be that clean&#128514;
19322,You bitches are crazy
19323,You bitches can't relate to me. So stop.
19324,You bitches got me all the way fucked up idc how many pineapples y'all eat your pussy still gon taste the same so give that shit up please
19325,You bitches make me sick
19326,You bitches that entertain all the attention you get from these niggas are the worst kind of hoes there is
19327,You bitches wearing leggings everyday are sick. I know y'all wore the same pair 3 days in a row you can't fool me
19328,You bitter bitches need a life..!
19329,"You boil my blood, just how spoilt and how much ae an arrogant bitch you are. If u try to show off I'll flip nd most likely go nuts #ohwell"
19330,You can ask if I fucked a bitch but can't ask how my Father's Day was?!! ... These hoes be outta line!
19331,You can be a hoe in love
19332,You can buy a bitch erything in the world I bet she still find something to complain about
19333,You can buy bitches/ho's etc tho
19334,You can buy my fucking life and you've never even broken a sweat stop crying bitch @KylieJenner http://t.co/cipWztVnUo
19335,"You can call me a bitch, OK! But a the thief get out of here. Smdh"
19336,You can expect me to be a total bitch towards you now yet again.
19337,"You can say I'm just a fool, that stands for nothing. Well, to that, I say you're a cunt http://t.co/UA5gs1jaLF"
19338,You can't be mad when people call you a hoe if you out here acting like one
19339,You can't blame me for the bitches I attract.. Y'all say ima asshole when I talk about hoes... but that's kinda what I be having.
19340,You can't call a bitch a bitch if you're a bitch
19341,You can't owe me shit I don't trust niccas!
19342,You can't owe me shit ion trust niccas
19343,You can't play me for a fool my niggah
19344,You can't put anything past a New York bitch. Or a Detroit bitch. Or a Chicago bitch.
